content,date,index,title,writer
,2011.07.17. 21:21,8024903,한석원 알파테크닉 새과정말고 시즌1?? 잘 모르겠는데여튼 새과정말고 그전꺼들어도되요??,이것또한지나가리라
         제목 그대로입니다.  아시는분은 설명해주시거나 답변좀 !!!          ,2011.07.17. 21:20,8024896,한석원 알파테크닉 새과정말고 시즌1?? 잘 모르겠는데여튼 새과정말고 그전꺼들어도되요??,이것또한지나가리라
          p5 문제 2번 선분OQ 구하는식에서 루트 밖에서 나올때.. 어떻게 계산하는거야?        ,2011.07.17. 02:07,8022933,한석원 크리티컬 수1 듣는사람 ??,땅콩
미분계수조건이랑 미분가능성조건이랑 차이점이뭐에요? ,2011.07.14. 20:42,8015971,한석원 미분들으신분중에서,에미넴
한석원쌤 미적입문 3월달에 들었는데 적분쪽 정리다시한번더 필요할거같아서 그런데 알파테크닉 미통기 미적입문이랑 별차이없나요?? 들을만한지..?,2011.07.12. 01:23,8008771,한석원 쌤 미적분,kdkzzang21
고2 이과생이고 기하와 벡터 인강을 들을려고 하는데 한석원샘이 기하와벡터 톱이라고 하길래 알텍을 들어볼려고 하는데 알텍이 고3용이라서 아직 기벡 한번도 안본 사람이 보기는 좀그럴것 같아서 신승범 수접 기벡 다듣고 알텍 기벡들을까? 아니면 첨부터 한석원 알텍 들을까?,2011.07.10. 21:48,8005593,한석원 알텍 기하와 벡터,k13233
"미적분 인강들으려는데 한석원쌤 미적입문이랑 크리티컬포인트 들어서 괜찮게 소화했는데 시간이 좀 지나서 그런건지, 문제풀이 능력이 좀 떨어져서 그런건지 약간 해결 안되는 문제들이 좀있어서  인강 하나 들으려는데 한석원쌤 알파테크닉 들을까요 아니면 신승범쌤꺼 들어볼까요? 신승범쌤꺼는 한번도 안들어봤는데.. 커리 완전히 타야된다고하던데... 알파테크닉은 27강 정도라서 긴거 같구..     들어보신분들 어느거 듣는게 좋을까요?? 미적분 기본적인 개념들은 알고있습니다~  *알파테크닉이랑 미적입문이랑 별차이없나요?",2011.07.10. 21:41,8005569,"한석원, 신승범 미적분 질문",kdkzzang21
이과생이고 지금부터 알포 2~3개들으려고하는데 뭔가 나중에 더들어야할까 생각도들어서 프리패스살까말까 생각중이야....어떡할까  ,2011.07.10. 20:58,8005382,지금 한석원프리패스 사도될까??,AA
지금고3재학생인데요 방학전에 개념이 끝나서 그러는데 방학때 한석원 크리티컬포인트 or 삽자루 파렙or 삽자루 파헤치기  이셋중에 무얼들을까요?  객관적으로 어느 선생님의 문제가 더좋고 더 설명을 잘하시나요? 제 현등급은 3등급이에요,2011.07.10. 18:00,8004904,수리 인강 삽자루 한석원,츠카사
" 위 그림을 클릭하면 한석원 선생님 실전모의고사 강좌를 구매할 수 있습니다.  패키지 강좌 구매시 혜택! 배송료 무료 쿠폰 2매 증정!    위 그림은 눌러봤자 사진만 뜹니다!!  티치미에서 한석원 샘 강의를 신청하려면 한석원 선생님 얼굴이 나온 더 위의 그림을 클릭하십쇼!   □ 2012학년도 특별판으로 출시되는 실전모의고사 시리즈   한석원 special edition 2012 • 실전모의고사 Ⅰ  6회  EBS 수능특강반영   7/1  개강• 실전모의고사 Ⅱ  6회  EBS 수능완성반영   8/1  개강• 실전모의고사 Ⅲ  3회 수특,수완,9월모평반영  9/15 개강  2012학년도 특별판으로 출시되는 실전모의고사 시리즈는 수능 만점자 1%, EBS 70% 연계출제, 사소한 실수 하나가 인생을 결정지을 수 있다는 올해 수능의 출제경향 변화에 맞춰 수험생들이 가장 효과적으로 수능대비를 할 수 있도록 준비한 커리큘럼입니다. 21번, 30번으로 대표되는 최고난도 문제를 효율적으로 대비할 수 있도록 절대지존을 통합하였고, 쉬운 수능에서 자신의 실력을 최고로 발휘할 수 있도록 실전모의고사를 대폭 강화하였습니다. 3차에 걸친 실전모의고사 개강 일정에 따라 여름방학부터 수능직전까지, EBS 연계교재의 학습 순서와 본인의 학습 스케줄에 따라 시기별, 단계별로 체계적인 실전대비를 하기 바랍니다.   □ 2012 수능 수리영역, 많은 문제 풀이 연습이 해답입니다.  쉬운 수능에서 승리하는 방법은 많은 문제 풀이에 있습니다. 비슷한 수준의 다양한 문제들을 여러 번 연습하면서 실수를 최소화하고 오개념을 잡아나가는 것이 필요합니다. 문제를 많이 풀어봐야 한다고 해서 수준 이하의 문제들, 수능과 동떨어진 문제들을 무턱대고 많이 풀어보는 것은 오히려 시간낭비가 될 수 있습니다. 수능출제기준에 부합하는 수준의 문제, 실제 수능과 비슷한 경향의 문제들로 연습해야 합니다. 한석원 special edition 2012 실전모의고사는 한석원 선생님과 한석원수학연구원이 직접 출제, 검토한 문제들을 모의고사 형태로 묶었습니다. 철저하게 평가원의 경향에 맞춰 출제된 양질의 문제들로 많은 연습을 해 보기 바랍니다.   □ EBS 연계교재를 검토, 반영하였습니다. 지난 6월 모의평가에서 보았듯이 EBS 70% 연계출제 양상은 지난해와 많이 달라졌습니다. 올해 수능에서는 EBS 문제가 매우 쉽고 적나라하게 연계될 것으로 예상됩니다. 따라서 EBS에서 연계 출제되는 70%를 신속하고 완벽하게 해결하는 것이 연계출제 外 30% 해결에 앞서 선행되어야 할 만큼 필수적이고 중요합니다. 한석원수학연구원은 평가원의 EBS 연계출제 방식을 심도 깊게 분석하였고, EBS 연계 교재인 [수능특강], [수능완성]의 한 문제 한 문제를 면밀히 검토하였습니다. 이를 바탕으로 수능출제원칙에 따라 EBS 문제들을 변형하여 실전모의고사에 실었습니다.   □ 실제 수능난이도를 예상, 매 회 난이도를 엄밀하게 조정하였습니다. 올해 수능은 실제 수능난이도와 비슷한 수준의 문제들을 많이 풀어보는 것이 매우 중요하며 유효합니다. 때문에 한석원 special edition 2012 실전모의고사는 난이도 조절에 심혈을 기울였습니다. 수능 만점자 1%라고 할 때 올해 수리영역 1등급 컷은 대략 92-93점 내외로 예상됩니다. 이에 실전모의고사는 실제 수능보다 아주 약간 어렵게 느껴질 수 있는 1등급 컷 90점 내외를 기준으로 출제하였습니다. 자신의 실력과 난이도 및 문제 수준을 염두에 두고 실전 연습하기 바랍니다.   □ 21번, 30번으로 대표되는 새로운 경향의 문제를 해결할 수 있는 자신감을 키웁니다.보통 수험생들은 시험현장에서 생소한 문제 상황을 만나면 갑자기 생각을 멈추고 엉뚱한 방향으로 문제를 풀어보려 합니다. 하지만 아무리 생소한 상황이 제시되더라도 알파테크닉, 크리티컬포인트를 통해 정립했던 문제 접근의 원칙, 개념을 사용하는 방법은 일관되어 있습니다. 문제를 해결할 수 있는 생각의 질서가 필연적으로 일관되어 있음을 강의를 통해 확인하고 뼈저리게 느낄 수 있어야 합니다. 실전모의고사를 통해 21번, 30번으로 대표되는 신유형의 문제들을 만나더라도 당황하지 않고 문제에 접근할 수 있는 방법과 자신감을 갖도록 합니다.   □ 한석원 special edition 2012 실전모의고사, 어떻게 풀고 어떻게 수강하는 것이 효과적인가?   • 문제를 풀기 전에 올 해 수능은 “실수하지 말아야 한다.”는 것이 무엇보다 중요한 승부처입니다. 따라서 실전모의고사를 풀 때 실제 시험장에서처럼 긴장감을 최고조로 유지하는 것이 필요합니다. 가급적 긴장감을 최고로 유지할 수 있는 시간, 장소를 찾아 문제를 풀어보기 바랍니다. 예를 들어 학교에 일찍 가서 아무도 없는 새벽에 시험을 본다든지, 부모님의 감독 하에 시험을 본다든지 하는 식으로 자신의 주변에서 만들 수 있는 최상의 분위기를 조성하고 실제 시험을 보듯이 문제 풀어 볼 것을 권합니다.    • 문제를 풀고 채점을 할 때 강의를 듣기 전에 실전과 같은 시간을 배분하여 긴장감 속에서 문제를 풉니다. 풀고 난 후 채점할 때는 틀린 문항 중 단답형과 5지선다형 문제의 비율을 점검해 보십시오. 5지선다형 문제의 오답비율과 단답형 문제의 오답비율이 같아 질 수 있도록 단답형 문제를 풀 때 최선의 집중을 다해야 합니다. 즉, 실전모의고사는 실전과 같은 긴장감으로 풀 되 실전을 대비한 “공부”가 될 수 있어야 합니다. 자신의 실력 자체를 점검할 수 있는 도구로 삼아야 합니다. 실수가 많은 친구들이라면 가급적 선지를 지우고 문제 푸는 연습을 해도 좋습니다.   • 문제를 다 풀고 강의를 들을 때 본 교재는 교과서 각 단원에서 핵심적으로 요구하는 생각의 방법을 점검할 수 있도록 매 회 문제들이 출제되어 있습니다. 따라서 강의는 교과서가 요구하는 생각의 질서에 따라 어떻게 문제가 해결되어 가는지를 보여줍니다. 모의고사 1회당 60분 내외의 2강으로 이루어집니다. 틀린 문항과 4점 문항에 대해서는 반드시 강의를 통해 교과의 내용을 확인합니다. 자신의 풀이와 선생님의 풀이를 비교해 보고 자신의 약점을 점검합니다. 또한 21번, 30번으로 대표되는 신유형 문제는 실전에서 당황하지 않고 대처할 수 있도록 한석원 선생님과 함께 생각하고 연습합니다. ",2011.07.08. 14:50,7999779,한석원 Special Edition 2012 실전모의고사 1탄 개강!,티치미티맨
전 고2구요. 한석원 알텍듣고있는데   알텍+바이블+쎈 풀고있는데 잘하고있는건지?   결방부터 알텍 바이블 기출 ebs 존나돌릴껀데 어떤지?,2011.07.07. 21:41,7998252,한석원듣고있는데요!!,SEIKO
한석원선생님강의 알파테크닉 수학2 적분과통계 기하와벡터 여기부분 처음듣기엔 어렵나요?,2011.07.05. 13:20,7992485,한석원 알텍 박승동 지피지기,계리사
미통기 처음부터 적분까지만 일단 들을려구하는데 (복습으로 듣는거야)   수1 말고 미통기 들어본 애들만 말해조~   알텍vs수접vs EBS   ㅋㅋㅋ 미적은 한석원이좋다는데 정말인가? 우ㅜ어우어우어 ㅠㅠㅠㅠ    ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 악 그나저나 ..내일 수학시험이다!   우리 범위 도함수의 활용부터 부정적분까지임ㅋㅋㅋ 생각보다 적긴한데 (...) 익힘책이...좀 어렵네;ㅂ;   수특은 풀리는데 왜 익힘책은 안풀리까ㅋㅋㅋㅋㅋㅋㅋㅋ   암튼얘들아시험잘봐..ㅠ,2011.06.30. 21:18,7981872,미통기!ㅎ_ㅎ 신승범vs한석원,추운 Marie
미통기~ 처음부터 적분까지만 일단 들을건데 (복습입니당..)  사설인강을 잘 안들어봐서 잘 모르겠어요..   미적은 한석원이 짱이다 하는데   들어보신 분들  추천 부탁드립니다 ㅠ_ㅠ,2011.06.30. 20:54,7981806,신승범 vs 한석원 골라죵..T^T (미통긔),추운 Marie
,2011.06.28. 18:21,7976822,한석원T 적분법 2강만 공유해 주실분...ㅜㅜ,두꺼비
,2011.06.27. 18:40,7974745,한석원 알파테크닉....,호롤롤로
"여름방학때 보충안나가서 시간이 좀 많거든요 그래서 알텍 첨부터 끝까지 보면서  개념정리 확실하게 하려고합니다. 아직 기출문제 분석을 다 하지않아서 개념강의 돌리면서 기출분석하려고 하거든요~   등급은 3등급 초반대 정도 되구요....,가형입니다   근데 사람들이 크포도 많이 추천하던데..... 크포도 들어야 할까요? ㅠㅠ  인강많이듣는거 별로 좋아하진않지만..그래도 도움 많이 됐다고하니까 살짝 유혹이......ㄷㄷ    기출분석까지 끝낸뒤에 크포를 듣는게 좋을까요 아니면 계속 기출을 돌릴까요?    그리고 방학끝난뒤에는 9월1일에 절대지존 새로 개강하던데 원래 나눠져 있던 절대지존강의를 하나로 통합한다고 하더라구염 그것들어볼까 생각중이에요! 고난도문항 대비때문에요ㅠ    요약하자면 제 고민은 알텍계속반복하면서 기출을 계속 풀지 아니면 기출분석2번정도 한뒤에 크포,절지까지 계속 나갈지 입니다.... 제 목표는 일단 무조건 원점수 100 바라보고 공부하고 있구요!    한석원샘 강의 들어보신분중에  빠른 답변 부탁드릴게요~ ",2011.06.24. 22:32,7967384,한석원인강좀,그루터기
,2011.06.24. 16:44,7966763,"한석원 2012커리큘럼 - EBS70%, 만점1%시대에 대응한다.",티치미티맨
"여름방학때 보충안나가서 시간이 좀 많거든요 그래서 알텍 첨부터 끝까지 보면서  개념정리 확실하게 하려고합니다. 아직 기출문제 분석을 다 하지않아서 개념강의 돌리면서 기출분석하려고 하거든요~   등급은 3등급 초반대 정도 되구요....,가형입니다   근데 사람들이 크포도 많이 추천하던데..... 크포도 들어야 할까요? ㅠㅠ  인강많이듣는거 별로 좋아하진않지만..그래도 도움 많이 됐다고하니까 살짝 유혹이......ㄷㄷ    기출분석까지 끝낸뒤에 크포를 듣는게 좋을까요 아니면 계속 기출을 돌릴까요?    그리고 방학끝난뒤에는 9월1일에 절대지존 새로 개강하던데 원래 나눠져 있던 절대지존강의를 하나로 통합한다고 하더라구염 그것들어볼까 생각중이에요! 고난도문항 대비때문에요ㅠ    요약하자면 제 고민은 알텍계속반복하면서 기출을 계속 풀지 아니면 기출분석2번정도 한뒤에 크포,절지까지 계속 나갈지 입니다.... 제 목표는 일단 무조건 원점수 100 바라보고 공부하고 있구요!    한석원샘 강의 들어보신분중에  빠른 답변 부탁드릴게요~ ",2011.06.24. 01:34,7965734,한석원인강~ ,그루터기
010 3218 3090 원하시는가격적어서문자주세요 강남이면조아용 3줄필기되있는데 승범이꺼듣을거라서 팝니다,2011.06.23. 23:42,7965280,"2012한석원 알파텍 기하벡터 공간도형,벡터과정 컬러제본팝니다",TTJTJJ
"여름방학때 보충안나가서 시간이 좀 많거든요 그래서 알텍 첨부터 끝까지 보면서  개념정리 확실하게 하려고합니다. 아직 기출문제 분석을 다 하지않아서 개념강의 돌리면서 기출분석하려고 하거든요~   등급은 3등급 초반대 정도 되구요....,가형입니다   근데 사람들이 크포도 많이 추천하던데..... 크포도 들어야 할까요? ㅠㅠ  인강많이듣는거 별로 좋아하진않지만..그래도 도움 많이 됐다고하니까 살짝 유혹이......ㄷㄷ    기출분석까지 끝낸뒤에 크포를 듣는게 좋을까요 아니면 계속 기출을 돌릴까요?    그리고 방학끝난뒤에는 9월1일에 절대지존 새로 개강하던데 원래 나눠져 있던 절대지존강의를 하나로 통합한다고 하더라구염 그것들어볼까 생각중이에요! 고난도문항 대비때문에요ㅠ    요약하자면 제 고민은 알텍계속반복하면서 기출을 계속 풀지 아니면 기출분석2번정도 한뒤에 크포,절지까지 계속 나갈지 입니다.... 제 목표는 일단 무조건 원점수 100 바라보고 공부하고 있구요!    한석원샘 강의 들어보신분중에  빠른 답변 부탁드릴게요~ ",2011.06.23. 23:15,7965152,한석원 인강이염 ㅠ ,그루터기
"  여름방학때 보충안나가서 시간이 좀 많거든요 그래서 알텍 첨부터 끝까지 보면서  개념정리 확실하게 하려고합니다. 아직 기출문제 분석을 다 하지않아서 개념강의 돌리면서 기출분석하려고 하거든요~   등급은 3등급 초반대 정도 되구요....,가형입니다   근데 사람들이 크포도 많이 추천하던데..... 크포도 들어야 할까요? ㅠㅠ  인강많이듣는거 별로 좋아하진않지만..그래도 도움 많이 됐다고하니까 살짝 유혹이......ㄷㄷ    기출분석까지 끝낸뒤에 크포를 듣는게 좋을까요 아니면 계속 기출을 돌릴까요?    그리고 방학끝난뒤에는 9월1일에 절대지존 새로 개강하던데 원래 나눠져 있던 절대지존강의를 하나로 통합한다고 하더라구염 그것들어볼까 생각중이에요! 고난도문항 대비때문에요ㅠ    요약하자면 제 고민은 알텍계속반복하면서 기출을 계속 풀지 아니면 기출분석2번정도 한뒤에 크포,절지까지 계속 나갈지 입니다.... 제 목표는 일단 무조건 원점수 100 바라보고 공부하고 있구요!    한석원샘 강의 들어보신분중에  빠른 답변 부탁드릴게요~         ",2011.06.23. 02:44,7963857,한석원 인강 고민입니당 ㅠ ㅠ ,그루터기
한석원 프패떳는데요 제가 지금 커리상으로 크리티컬포인트 미적분까지 사서들엇거든요 근데 나머지 강의가 절대지존하고 실전모의고사인데 31만원주고 프패사는게날까여/\?  아니면하나씩사는게효율적일까요 ? ?,2011.06.22. 01:56,7961416,티치미 한석원 프리패스떳는데 강의 가격좀,로베르토
알텍 수1상            하          수2상            하        기벡상            하        적통상            하     쪽지주세요 새책입니당,2011.06.20. 01:16,7957680,한석원선생 책팝니다,킬러
알텍 수1상            하          수2상            하        기벡상            하        적통상            하     쪽지주세요 새책입니당,2011.06.20. 01:14,7957673,한석원선생 책팝니다.,킬러
알텍 수1상            하          수2상            하        기벡상            하        적통상            하     쪽지주세요 새책입니당,2011.06.20. 01:14,7957671,한석원선생 책팝니다.,킬러
알텍 수1상            하          수2상            하        기벡상            하        적통상            하     쪽지주세요 새책입니당,2011.06.20. 01:14,7957668,한석원선생 책팝니다,킬러
알텍 수1상            하          수2상            하        기벡상            하        적통상            하     쪽지주세요 새책입니당,2011.06.20. 01:13,7957666,한석원 선생 책팝니다,킬러
알텍 수1상            하          수2상            하        기벡상            하        적통상            하     쪽지주세요 새책입니당,2011.06.20. 01:11,7957659,한석원선생 책팜니다,킬러
"EBS 70% 노골적 반영, 쉬운 수능으로 혼돈에 빠진 2012 대입 한석원, 김찬휘 선생님이 평가원에 답합니다!    한석원 통합수리논술, 김찬휘 EBS 변형독해 무료수강 이벤트 6월 20일 마감     한석원 통합수리논술 Absolute Integration 서울대, 연세대, 고려대, 한양대 등 주요 대학 수시 및 정시 수리 논술 대비 필수 강좌입니다.  (30일 무료수강 이벤트가 종료되었습니다.)   강좌범위 • 최상위권을 위한 2012학년도 대입 논술 시험 대비 강좌서울대, 연세대, 고려대, 한양대 등 주요대학의 수시 및 정시 수리 논술 시험에 출제될 수 있는 모든 주제를 다룹니다. • 강좌에서 다루는 주요 주제정수론, 극한, 미분, 적분 등   수강대상 • 서울대, 연세대, 고려대, 한양대 등 주요대학 수리 논술을 준비하는 최상위권 수험생• 교과 과정의 주요 개념을 더욱 심화 확장하여 실전적 논술 학습을 하고자 하는 수험생   내용 및 특징 • 고교 수학의 경계, 그 너머를 보다! - 최상위권 대학의 수리논술시험은 고교 수학을 기반으로 하되, 고교 수준의 수학적 생각에 머무르지 않고 그 다음 생각을 묻습니다. 따라서 최상위권 수험생들은 이를 대비하여 보다 깊이 있는 학습이 필요합니다.  - 주요대학의 기출문제 점검을 통해 출제경향을 파악합니다. - 기출 문제 풀이에 머무르지 않고 원리를 이해할 수 있도록 공부합니다. - 창의적 문제해결능력, 응용력을 확보하여 모든 대학의 수리논술을 준비할 수 있도록 공부합니다.       김찬휘 EBS 변형독해 1탄 수능특강편  6월 모의평가 지문 5개, 유형 1개 적중. 오답률 1위 27번 지문, 유형 모두 적중, 오답률 2위 23번 지문 적중!  (30일 무료수강 이벤트가 종료되었습니다.)   강좌범위 ▲ EBS 수능특강이 차용한 지문 분석▲ 반드시 출제될 수 밖에 없는 변형 문제 학습    수강대상 ▲ 2012학년도 평가원 모의고사, 수능을 볼 예정인 고3, N수생 필수▲ 김찬휘 선생님 개념 커리큘럼을 따라와 실전 마무리하고자 하는 학생 (고1 상위권 이상)▲ EBS 지문내에서 핵심 사항이 무엇인지 몰라 문제만 푸는 학생▲ EBS가 이용하는 지문이 무엇이고 어떻게 변경되는지 알고자 하는 고교생 전체   내용 및 특징 2011학년도에 이어 2012학년도에도 적중합니다!김찬휘式 EBS 학습법의 시작 - EBS 변형독해 1탄 (수능특강편) ▲ EBS 수능특강에서 사용한 지문의 원본 공개▲ 원본 지문을 토대로 출제 가능성이 가장 높은 유형으로 변형▲ 수능, 평가원 모의고사에서 출제될 수 밖에 없는 알짜배기 문제 공개▲ 어려워진 EBS 지문의 완전 분석, 지문내 필수 사항 총정리 ▲ 출제될 수 밖에 없는 지문만 모아놓은 컴팩트한 구성▲ 지문 변형의 원리와 EBS 학습법 대공개 ▲ 2012 수능 수험생이 선택할 수 있는 최상의 강좌 (전 수험생 필수 수강)▲ 2012 수능, 모의평가 점수와 직결되는 강의",2011.06.19. 10:11,7955452,"한석원수리논술,김찬휘EBS변형독해 무료수강! (6/20신청마감)",티치미티맨
한석원 크포나 신승범 수능적해석 들을라고 하는데 누가더 나은가요?:;;;; 미적은 한석원이 확실히 좋긴하든데;;      ,2011.06.18. 23:23,7954866,수학 인강질문좀; 문과 확통 신승범vs한석원,숭실숭실숭실
수1수2기벡 적통 각각 2권씩 8권..   난 다들어서 팔건데 살사람있으면 쪽지줘 ㅋㅋ   필기는 하나도 안했어,2011.06.18. 20:59,7954434,한석원T 교재살사람있나?,킬러
알텐 수1수2기벡적통 각각 상하로 2권씩 8권   사용감은 있찌만 필기는 노트에 해서 책엔 필기없는데   필요한사람 댓글남겨줘!  ,2011.06.18. 20:59,7954431,한석원T 교재팔아 살사람?,킬러
수1 수2 기벡 적통   상하 8권 있는데   필기 하나도 안되어있음   살사람 댓글좀 달아줘 ㅋㅋ,2011.06.18. 20:58,7954429,한석원 교재 살사람ㅋㅋ,킬러
수1수2기벡적통 8권 다있는데..   8권 전부 필기 하나도 안되어있음.   살사람 쪽지좀 보내줘 ㅋㅋ,2011.06.18. 20:57,7954427,한석원 교재 살사람!,킬러
"            제가 수리중에서 수열, 공간도형, 벡터, 통계 쪽이 특히 약한데   누가 좋을까요??    울 재종반에서 삽자루 하고 손광균 제외한 2명이서 난파전인데요,   한석원이 수리가형 본좌고 손광균은 논술쪽으로 쩐다고 하던데   누구꺼 듣는게 좋을까요?    특히 공도, 벡터쪽 잘하는 선생님 추천좀..             ------------------------------------------------------------------------------------------------------- 재수~N수생 공부이야기 게시판 사용 규칙 1. 여러 연령대가 사용하므로 반말쓰면 활동 금지, 훈훈한 분위기 유지할 것 2. 욕설, 시비성 글성, 비방글 사용시 1회 경고, 3회 누적시 강퇴 3. 선배에게 반말 시 활동 금지, 선배들은 온화한 선배가 되어줄 것! 4. 강의 공유, 둠강 정보공유 하지 말것! 확인 시 활동 금지 5. 과외글은 게시 금지(과외관련글은 하단의 과외 메뉴 사용) 6. 판매글, 스터디 모집글 금지(판매글은 벼룩시장에, 스터디모집글은 스터디 모집 게시판으로 Go)   이런 행위를 하시는 분을 발견하시면, 수만휘 신고함에 신고해 주세요. 등업해 드립니다!",2011.06.15. 23:30,7948818,손광균vs한석원vs신승범vs삽자루,오를레스
"   사정이 안좋아서 ㅠㅠ         있으시분 도와주셍 ㅠㅠ                     ------------------------------------------------------------------------------------------------------- 자유게시판, 공부이야기 게시판 사용 규칙 1. 훈훈한 분위기 유지할 것! 2. 욕설, 시비성 글성, 비방글 사용시 1회 경고, 3회 누적시 강퇴 3. 선배에게 반말 시 활동 금지, 선배들은 온화한 선배가 되어줄 것! 4. 강의 공유, 둠강 정보공유 하지 말것! 확인 시 활동 금지 5. 과외글은 게시 금지(과외관련글은 하단의 과외 메뉴 사용) 6. 판매글, 스터디 모집글 금지(판매글은 벼룩시장에, 스터디모집글은 스터디 모집 게시판으로 Go)   이런 행위를 하시는 분을 발견하시면, 수만휘 신고함에 신고해 주세요. 등업해 드립니다!",2011.06.15. 23:14,7948723,한석원 알텍 기벡(하) 적분법 파일있으시분...(빛강들을 여유가안됨),케미스트리
"1. 분석자 기본 정보    - 해당 학년 : 3학년    - 희망 대학 계열(자연계, 인문계) :인문계    - 자신의 성적대 :1~2등급    - 강의를 들어본 분량 : 완강    2. 강의 기본 정보     - 선생님 :한석원    - 서비스 사이트 :티치미     - 과목/ 강의제목 : 크리티컬 포인트 수 1    - 강의 가격 : 42000    - 분량 : 총    10강    시간     분     3. 강의의 장점/ 맘에 드는 점   일단 강좌 수가 많지 않아서 두번 이상 돌릴때 부담감이 없다.   강의가격도 나름 쌈. 등골브레이커에서 한발짝 멀어진다   문제 난이도도 높고, 갠적으로 약한 파트인 지수로그ox문제 에서 큰 도움을 받음               4. 강의의 단점/ 불편한점 / 개선 요구 사항   행렬 ox판단문제가 빠진건 아쉽다   수열,행렬ox문제가 있었으면 더 좋았을듯...      5. 강의의 총괄 평가, 추천대상 및 활용방식   알텍강의에서(혹은 다른 개념강의 수접,개때잡 등등) 개념정리와, 왠만한 기본 문제풀이가 끝난 상태라면 듣는것이 도움이    많이 될것같다   강의에서 언급하시겠지만, 철저하게 예습을 하고 들으면 선택에 절대 후회하지 않는다!!ㅋ                   ",2011.06.12. 01:06,7940225,수리 한석원 크리티컬 포인트 ,몬개소리
"한석원, 김찬휘 선생님이 평가원에 답한다!  한석원 통합수리논술, 김찬휘 EBS 변형독해 6월 20일까지 신청하면 30일 무료수강!   한석원 통합수리논술 Absolute Integration 서울대, 연세대, 고려대, 한양대 등 주요 대학 수시 및 정시 수리 논술 대비 필수 강좌입니다.  (그림 클릭하면 30일 무료수강 신청 페이지로 이동합니다.)   김찬휘 EBS 변형독해 1탄 수능특강편  6월 모의평가 지문 5개, 유형 1개 적중. 오답률 1위 27번 지문, 유형 모두 적중, 오답률 2위 23번 지문 적중!  (그림 클릭하면 30일 무료수강 신청 페이지로 이동합니다.)",2011.06.09. 13:43,7935078,"한석원,김찬휘가 평가원에 답한다! 한석원수리논술, 김찬휘EBS변형독해 무료수강",티치미티맨
" 한번 개념들어서 그런지 한석원 알텍이 안어렵네???그냥 복습겸 심화공부겸 알텍 미적분 나갈까?                       ------------------------------------------------------------------------------------------------------- 자유게시판, 공부이야기 게시판 사용 규칙 1. 훈훈한 분위기 유지할 것! 2. 욕설, 시비성 글성, 비방글 사용시 1회 경고, 3회 누적시 강퇴 3. 선배에게 반말 시 활동 금지, 선배들은 온화한 선배가 되어줄 것! 4. 강의 공유, 둠강 정보공유 하지 말것! 확인 시 활동 금지 5. 과외글은 게시 금지(과외관련글은 하단의 과외 메뉴 사용) 6. 판매글, 스터디 모집글 금지(판매글은 벼룩시장에, 스터디모집글은 스터디 모집 게시판으로 Go)   이런 행위를 하시는 분을 발견하시면, 수만휘 신고함에 신고해 주세요. 등업해 드립니다!",2011.06.01. 17:19,7915839,내가 미통기 개념강의 듣고 한석원 알텍들을려고 하는데ㅋㅋㅋㅋ,카파도키아
"   어제까지 인강으로 할까 그냥 문제 풀이로 갈까 고민하다가 인강 듣는쪽으로 결정했는데 신승범 수해랑 한석원 알텍중 고민 ㅠㅠㅠ 등급은 2등급정도 나와 그전에 듣던 인강썜이 있었는데 수1은 만족 햇는데 미통기가 적용이 안되서 듣는 거라.... 지금 인강 듣기에 너무 늦었다는거 아는데 6월 모평 끝나면 미적은 바로 하루에 한강씩 듣고 그때그때 복습하고  주말엔 시간 넉넉하니깐 3강 정도씩 들어서 6월 안으로 끝내고 7월에 내신도 끝나면 시간 넉넉해지니깐 확률 통계는 7월에 방학 시작하기 전까지 무리해서라도 들어볼라고...  신승범쌤이랑 한석원쌤중에 누가 더 나아??                        ------------------------------------------------------------------------------------------------------- 자유게시판, 공부이야기 게시판 사용 규칙 1. 훈훈한 분위기 유지할 것! 2. 욕설, 시비성 글성, 비방글 사용시 1회 경고, 3회 누적시 강퇴 3. 선배에게 반말 시 활동 금지, 선배들은 온화한 선배가 되어줄 것! 4. 강의 공유, 둠강 정보공유 하지 말것! 확인 시 활동 금지 5. 과외글은 게시 금지(과외관련글은 하단의 과외 메뉴 사용) 6. 판매글, 스터디 모집글 금지(판매글은 벼룩시장에, 스터디모집글은 스터디 모집 게시판으로 Go)   이런 행위를 하시는 분을 발견하시면, 수만휘 신고함에 신고해 주세요. 등업해 드립니다!",2011.05.29. 21:45,7910990,미통기 신승범이랑 한석원 쌤 고민중 ㅠㅠ,겸댕쭈
